XML,portal,orientation,veracity,url
1253.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/hillary-clinton-2016-debate-214291?cmpid=sf
1254.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-energy-team-mike-mckenna-myron-ebell-228672?cmpid=sf
1255.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/poll-clinton-trump-who-is-winning-228675?cmpid=sf
1256.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/under-the-radar/2016/09/clinton-email-release-foia-228674?cmpid=sf
1257.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-debate-tim-kaine-228676?cmpid=sf
1258.xml,politico,mainstream,mostly true,http://www.politico.com/states/new-jersey/story/2016/09/bridgegate-plotter-says-christie-campaign-manager-now-a-trump-aide-approved-105796?cmpid=sf
1259.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/swing-states-2016-election/2016/09/clinton-trump-swing-state-polls-228679?cmpid=sf
1260.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/how-can-polling-change-2016-228677?cmpid=sf
1261.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/senate-to-vote-wednesday-on-override-of-saudi-9-11-bill-228684?cmpid=sf
1262.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/glenn-beck-ted-cruz-endorsement-228682?cmpid=sf
1263.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/will-obama-watch-the-first-debate-228681?cmpid=sf
1264.xml,politico,mainstream,mostly true,http://www.politico.eu/article/refugee-children-education-europe-volunteers-greece-migrant-camp/?cmpid=sf
1265.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/barack-obama-wears-hat-president-228693?cmpid=sf
1266.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/harry-reid-donald-trump-racist-228692?cmpid=sf
1267.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/meese-trump-transition-228694?cmpid=sf
1268.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-palmieri-debate-228696?cmpid=sf
1269.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/kaine-orlando-shooting-228698?cmpid=sf
1270.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-debate-228688?cmpid=sf
1271.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/robert-menendez-new-jersey-corruption-228697?cmpid=sf
1272.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/saudi-arabia-veto-911-228686?cmpid=sf
1273.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/hillary-clinton-philippe-reines-presidential-debate-prep-228624?cmpid=sf
1274.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bernie-sanders-first-debate-228700?cmpid=sf
1275.xml,politico,mainstream,mostly true,http://www.politico.com/live-blog-updates/2016/09/live-hofstra-university-presidential-debate-clinton-trump-000008?lo=ut_d1&amp;cmpid=sf
1276.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bernie-sanders-campaign-for-clinton-228701?cmpid=sf
1277.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check/2016/09/hillary-clinton-small-business-wrong-228705?cmpid=sf
1278.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-first-debate-fights-228710?cmpid=sf
1279.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-islamic-state-debate-228714?cmpid=sf
1280.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/top-moments-first-2016-presidential-debate-228702?cmpid=sf
1281.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check?lo=ut_a1&amp;cmpid=sf
1282.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-fight-first-debate-228704?cmpid=sf
1283.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check/2016/09/trump-still-wrong-about-his-iraq-war-support-228734?cmpid=sf
1284.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-debate-russia-hacking-228737?cmpid=sf
1285.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-birther-racist-228735?cmpid=sf
1286.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-oppose-iraq-war-fact-check-228742?cmpid=sf
1287.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/what-was-trump-going-to-say-to-clinton-first-debate-228744?cmpid=sf
1288.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-fight-first-debate-228730?cmpid=sf
1289.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-apologize-workers-228724?cmpid=sf
1290.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-minorities-living-in-hell-228726?cmpid=sf
1291.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-debate-bill-clinton-affairs-228748?cmpid=sf
1292.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check/2016/09/clinton-is-correct-about-the-wealthy-benefiting-from-trump-tax-plan-228722?cmpid=sf
1293.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-microphone-debate-228754?cmpid=sf
1294.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-come-out-swinging-over-nafta-228712?cmpid=sf
1295.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check/2016/09/yes-trump-did-call-pregnancy-an-inconvenience-for-employers-228743?cmpid=sf
1296.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-debate-takeaways-228758?cmpid=sf
1297.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check/2016/09/true-trumps-proposed-tax-cut-would-be-the-largest-since-reagans-228745?cmpid=sf
1298.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/hillary-clinton-democrats-debate-228760?cmpid=sf
1299.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/giuliani-trump-debates-228756?cmpid=sf
1300.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/debate-caucus-trump-clinton-228757?cmpid=sf
1301.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-website-goes-down-during-debate-228719?cmpid=sf
1302.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/2016-presidential-debate-fact-check/2016/09/donald-trump-hillary-clinton-30-years-wrong-228713?cmpid=sf
1303.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-debate-numbers-228762?cmpid=sf
1304.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/simon-says-trump-clinton-debate-228752?cmpid=sf
1305.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-hillary-clinton-debate-228763?cmpid=sf
1306.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-economics-debate-228753?cmpid=sf
1307.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/2016-presidential-debate-trump-clinton-214293?cmpid=sf
1308.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-hillary-clinton-isis-228749?cmpid=sf
1309.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-hillary-clinton-debate-228755?cmpid=sf
1310.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/lester-holt-debate-clinton-trump-228751?cmpid=sf
1311.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-women-sexism-debate-clinton-228759?cmpid=sf
1312.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-housing-collapse-228708?cmpid=sf
1313.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-trump-father-inherit-228706?cmpid=sf
1314.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/congress-democrats-shutdown-budget-228683?cmpid=sf
1315.xml,politico,mainstream,mostly true,http://www.politico.com/tipsheets/playbook/2016/09/behind-the-scenes-of-the-first-debate-who-was-talking-to-who-photos-narrative-clinton-wins-giuliani-id-skip-next-debates-if-i-were-trump-bday-juleanna-glover-216525?cmpid=sf
1316.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-first-debate-performance-campaign-react-228764?cmpid=sf
1317.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/paul-ryan-reform-prison-sentencing-228695?cmpid=sf
1318.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-clinton-debate-performance-tim-kaine-228765?cmpid=sf
1319.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-sniffles-first-2016-debate-228769?cmpid=sf
1320.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-reacts-to-first-debate-performance-228766?cmpid=sf
1321.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/facebook-55-million-viewed-debate-related-videos-228767?cmpid=sf
1322.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/donald-trump-debate-performance-214295?cmpid=sf
1323.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-miss-universe-alicia-machado-228768?cmpid=sf
1324.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/giuliani-lester-holt-fact-checking-228773?cmpid=sf
1325.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-blame-first-debate-performance-228775?cmpid=sf
1326.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-first-debate-unhinged-228772?cmpid=sf
1327.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-microphone-trump-228783?cmpid=sf
1328.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-first-debate-performance-paul-ryan-228784?cmpid=sf
1329.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/giuliani-clinton-too-stupid-228789?cmpid=sf
1330.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-debate-birther-donna-brazile-228781?cmpid=sf
1331.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-climate-change-stance-228771?cmpid=sf
1332.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/clinton-debate-reaction-228786?cmpid=sf
1333.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-debate-performance-joe-biden-228791?cmpid=sf
1334.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-first-debate-restraint-mike-pence-228787?cmpid=sf
1335.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/jeb-bush-harvard-guest-lectures-228793?cmpid=sf
1336.xml,politico,mainstream,mostly true,http://www.politico.eu/article/nato-chief-counterattacks-against-donald-trump-jens-stoltenberg/?cmpid=sf
1337.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/congress-plan-no-government-shutdown-228794?cmpid=sf
1338.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/2016-first-presidential-debate-what-we-just-saw-214294?cmpid=sf
1339.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/tim-kaine-mike-pence-vice-presidential-debate-228778?cmpid=sf
1340.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/first-trump-clinton-debate-smashes-ratings-records-228788?cmpid=sf
1341.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-debate-performance-obama-228796?cmpid=sf
1342.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/bill-clinton-trump-nafta-228795?cmpid=sf
1343.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/mike-pence-climate-change-228799?cmpid=sf
1344.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/trump-miss-universe-alicia-machado-228797?cmpid=sf
1345.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/house-democrats-syria-228792?cmpid=sf
1346.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/john-carlin-steps-down-national-security-justice-228803?cmpid=sf
1347.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/alicia-machado-melania-trump-english-228804?cmpid=sf
1348.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/nbcu-chief-lester-holt-ended-up-doing-a-very-good-job-at-debate-228776?cmpid=sf
1349.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-campaign-self-fund-228801?cmpid=sf
1350.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/obama-nominates-ambassador-to-cuba-in-long-shot-move-228810?cmpid=sf
1351.xml,politico,mainstream,mostly true,http://www.politico.com/media/story/2016/09/media-tv-numbers-004783?cmpid=sf
1352.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/howard-dean-donald-trump-cocaine-tweet-228806?cmpid=sf
1353.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/donald-trump-post-debate-fundraising-228805?cmpid=sf
1354.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/gallery/2016/09/behind-the-scenes-of-the-first-presidential-debate-000674?lo=ut_e1&amp;slide=0&amp;cmpid=sf
1355.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/john-mccain-saudi-arabia-veto-228813?cmpid=sf
1356.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/swing-state-republicans-dump-on-trump-228815?cmpid=sf
1357.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/pence-charter-pilot-vincent-caldara-228785?cmpid=sf
1358.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/wall-street-hillary-clinton-228808?cmpid=sf
1359.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/john-sununu-endorses-trump-228774?cmpid=sf
1360.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/islamic-state-diaspora-james-comey-228782?cmpid=sf
1361.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/evan-bayh-indiana-young-senate-228816?cmpid=sf
1362.xml,politico,mainstream,mostly true,http://www.politico.com/magazine/story/2016/09/trump-clinton-economy-disagreement-2016-214296?cmpid=sf
1363.xml,politico,mainstream,mostly true,http://www.politico.com/blogs/on-media/2016/09/the-arizona-republic-endorses-hillary-clinton-228818?cmpid=sf
1364.xml,politico,mainstream,mostly true,http://www.politico.com/story/2016/09/shimon-peres-israeli-leader-for-8-decades-dies-at-93-215625?cmpid=sf
1365.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/terror-usa-bombs-found-ny-nj-made-person-video/
1366.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/obama-claims-will-personal-insult-dont-vote-hillary-video/
1367.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/isis-supporters-celebrate-manhattan-bombing-we-cause-you-pain-in-your-house/
1368.xml,right-wing-news,right,mostly true,http://rightwingnews.com/crime/breaking-pipe-bombs-found-new-jersey-train-station/
1369.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/disgraceful-obama-jokes-about-isis-on-the-day-america-is-bombed-twice/
1370.xml,right-wing-news,right,mostly false,http://rightwingnews.com/top-news/note-arabic-found-nyc-bomb-call-says-will-bombings/
1371.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/video-hillarys-presidential-response-weekend-bombings-labeled-zombie-like/
1372.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/boom-retired-marine-colonel-writes-scathing-letter-nfl-commissioner/
1373.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/tv/breaking-hollywood-legend-just-died-terrible-disease/?utm_source=Right+Wing+News&amp;utm_medium=hollywood%2F9%2F19&amp;utm_campaign=Right+Wing+News%2Fhollywood%2F9%2F19
1374.xml,right-wing-news,right,mixture of true and false,http://newsbake.com/news/breaking-footage-leaked-nyc-bombing-watch-deleted/?utm_source=Right+Wing+News&amp;utm_medium=nyc+bombing%2F9%2F19&amp;utm_campaign=Right+Wing+News%2Fnyc+bombing%2F9%2F19
1375.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/hillary-clinton-2/clintons-response-to-hillary-for-prison-lets-make-it-happen-video/
1376.xml,right-wing-news,right,mostly false,http://rightwingnews.com/hillary-clinton-2/secret-video-records-massive-hillary-event-flop/
1377.xml,right-wing-news,right,mostly true,http://rightwingnews.com/terrorism/breaking-fbi-releases-wanted-poster-terrorist-chelsea-bombing/
1378.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/islam/court-ok-muslim-man-kicking-woman-face-wearing-shorts/
1379.xml,right-wing-news,right,mostly false,http://rightwingnews.com/donald-trump/cnn-furious-embarrassed-trump-called-them-one-major-thing/
1380.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/guns/man-shot-mall-terrorist-secret-identity/
1381.xml,right-wing-news,right,mostly true,http://rightwingnews.com/terrorism/trump-right-bombing-suspect-details-just-released/
1382.xml,right-wing-news,right,mixture of true and false,http://www.thepoliticalinsider.com/hillary-email-it-guy-caught-asked-destroy-evidence/?source=RWN
1383.xml,right-wing-news,right,mostly true,http://conservativetribune.com/member-asks-muslims-question/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-18&amp;utm_campaign=manualpost
1384.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/migrant-reveals-sick-reason-left-fck-women/
1385.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/09/18/hillary-caught-on-camera-having-complete-memory-lapse-during-reaction-to-recent-bombings/
1386.xml,right-wing-news,right,mostly false,http://rightwingnews.com/top-news/new-york-bomb-suspect-sued-police/
1387.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/bill-clintons-ex-lover-friend-makes-bold-claim-hillarys-health/
1388.xml,right-wing-news,right,mostly false,http://rightwingnews.com/top-news/obamas-speech-new-york-shocks-americans-says-attacks/
1389.xml,right-wing-news,right,mixture of true and false,http://conservativetribune.com/dnc-chair-slips-up-hillary-van/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-19&amp;utm_campaign=manualpost
1390.xml,right-wing-news,right,mixture of true and false,http://www.chicksontheright.com/clinton-campaign-charges-college-students-500-attend-conversation-chelsea-event/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1391.xml,right-wing-news,right,mixture of true and false,http://www.chicksontheright.com/only-5-7-of-the-clinton-foundations-budget-went-to-charitable-grants-in-2014/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1392.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/video-man-yells-3-brutal-words-hillarys-face-response-unintentionally-hilarious/
1393.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/new-audio-evidence-revealed-case-jonbenet-ramsey-may-point-killer/
1394.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/ex-heroin-addict-shows-clean-826-days-will/
1395.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/police-union-asks-deputies-not-escort-dolphins-teams-players-stand-anthem/
1396.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/isis-hard-cash-harvesting-organs-dead-injured-members/
1397.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/vets-warn-pet-owners-giving-bones-dogs-kill/
1398.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/08/24/bruce-caitlyn-jenner/
1399.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/megan-rapinoe-be-punished-over-not-standing-anthem?fb=rwn
1400.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/police-union-asks-deputies-stop-escorting-dolphins-players-until-they-stand-anthem?fb=rwn
1401.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/san-francisco-49ers-get-bad-news-after-they-decide-not-cut-colin-kaepernick?fb=rwn
1402.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/watch-pokemon-go-streamer-get-robbed-assaulted-live/
1403.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/video-soon-guy-tried-drug-k2-rolling-around-ground/
1404.xml,right-wing-news,right,no factual content,http://rightwingnews.com/top-news/best-america-offer-islamic-terror-must-fought/
1405.xml,right-wing-news,right,mostly true,http://rightwingnews.com/videos/video-black-woman-claims-sexual-harassment-random-white-man-says-hello/
1406.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/black-lives-matter/philadelphia-eagles-tell-america-screw-off-new-sign-disrespect-field/
1407.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/09/19/hillarys-ohio-office-has-door-knocking-event-trump-supporter-shows-what-he-finds-there-disturbs-many/
1408.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/music-entertainment/breaking-loretta-lynns-manager-announces-shocking-news/?utm_source=Right+Wing+News&amp;utm_medium=Loretta+Lynn%2F9%2F20&amp;utm_campaign=Right+Wing+News%2FLoretta+Lynn%2F9%2F20
1409.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/hillary-clinton-2/democrats-scared-stiff-seeing-hillary-needed-get/
1410.xml,right-wing-news,right,mixture of true and false,http://newsbake.com/entertainment-news/celebrity-news/breaking-jim-carrey-just-got-hit-with-career-ending-charges/?utm_source=Right+Wing+News&amp;utm_medium=Jim+Carrey%2F9%2F20&amp;utm_campaign=Right+Wing+News%2FJim+Carrey%2F9%2F20
1411.xml,right-wing-news,right,mostly true,http://rightwingnews.com/celebrities/kiss-gene-simmons-want-win-war-terror-profile-everyone-profile/
1412.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/hillary-clinton-2/hillary-clinton-vows-defend-blacklivesmatter-agenda-dealing-white-people-stop-racial-police-shootings/
1413.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/celebrities/angelina-jolie-files-divorce-brad-pitt-reasons-wouldnt-guessed/
1414.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/barack-obama/obama-tells-america-protect-legacy-thanks-great-things-hes-done-8-years/
1415.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/celebrity-news/breaking-iconic-holllywood-couple-just-called-it-quits-after-12-years/?utm_source=Right+Wing+News&amp;utm_medium=Brad+and+Angelina%2F9%2F20&amp;utm_campaign=Right+Wing+News%2FBrad+and+Angelina%2F9%2F20
1416.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/george-h-w-bush-vote-hillary-clinton-releases-statement-news-breaks/
1417.xml,right-wing-news,right,mostly false,http://www.thepoliticalinsider.com/clinton-aids-bill-hillary-major-scandal/?source=RWN
1418.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/video-jimmy-fallon-sparks-mother-load-of-hurt-feelings-from-liberals-after-roasting-hillary-clinton/
1419.xml,right-wing-news,right,mixture of true and false,http://www.chicksontheright.com/cnn-caught-adding-word-donald-trumps-comments-make-look-bad/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1420.xml,right-wing-news,right,mostly false,http://www.chicksontheright.com/changing-your-babys-diaper-is-now-a-sex-crime-in-arizona/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1421.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/breaking-nynj-bombers-father-told-fbi-son-terrorist-two-years-ago/
1422.xml,right-wing-news,right,mostly false,http://rightwingnews.com/top-news/michelle-obama-not-leaving-white-house-hillary-clinton-terrifying-new-role/
1423.xml,right-wing-news,right,mixture of true and false,http://conservativetribune.com/obama-surrenders-to-isis-un/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-20&amp;utm_campaign=manualpost
1424.xml,right-wing-news,right,mixture of true and false,http://conservativetribune.com/photo-reporter-snaps-pic/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-20&amp;utm_campaign=manualpost
1425.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/father-ahmad-khan-rahami-told-police-son-terrorist-nothing/
1426.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/video-dramatic-moment-palestinian-lures-israeli-soldier-knife-attack-shot-dead/
1427.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/video-easy-rat-wiggle-toilet/
1428.xml,right-wing-news,right,no factual content,http://rightwingnews.com/top-news/milo-yiannopoulos-time-criminalize-black-lives-matter/
1429.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/05/05/breaking-trumps-attorney-general-pick-leaked-not-who-you-think-it-is/
1430.xml,right-wing-news,right,mixture of true and false,http://www.americanow.com/story/society/2016/07/26/woman-learns-sad-truth-about-whats-tiny-box-being-carried-family-marines?fb=rwn
1431.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/expert-has-finally-revealed-who-killed-jonbenet-ramsey-and-its-last-person-most-people?fb=rwn
1432.xml,right-wing-news,right,mixture of true and false,http://www.americanow.com/story/society/2016/09/20/police-officers-called-school-after-9-year-old-says-word-brownies?fb=rwn
1433.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/submit-perish-obama-demands-limits-american-freedom-un/
1434.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/history-teacher-stomps-american-flag-classroom/
1435.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/jobless-mom-5-shouts-f-shes-jailed-7-months-urinating-war-memorial-twice/
1436.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/watch-hackers-hijack-moving-tesla-miles-away/
1437.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/white-female-cop-shoots-kills-black-suspect-reaches-vehicle-activists-call-plain-murder/
1438.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/black-lives-matter/chaos-taking-over-charlotte-after-fatal-shooting-police-under-attack-protesters-rioting-video/
1439.xml,right-wing-news,right,mostly true,http://newsbake.com/sports/nascar/breaking-nascar-sued-for-500-million-this-could-be-the-end/?utm_source=Right+Wing+News&amp;utm_medium=NASCAR+Sued%2F9%2F21&amp;utm_campaign=Right+Wing+News%2FNASCAR+Sued%2F9%2F21
1440.xml,right-wing-news,right,mostly false,http://rightwingnews.com/hillary-clinton-2/new-clinton-foundation-scandal-just-broke-hillary-actually-thinks-black-people/
1441.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/corruption/breaking-fbi-director-james-comey-subpoenaed-congress-letting-hillary-off-hook/
1442.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/music-entertainment/brad-paisley-has-a-brutal-message-for-cop-haters-this-is-spot-on/?utm_source=Right+Wing+News&amp;utm_medium=Brad+Paisley%2F9%2F21&amp;utm_campaign=Right+Wing+News%2FBrad+Paisley%2F9%2F21
1443.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/terrorism/breaking-news-time-square-evacuated/
1444.xml,right-wing-news,right,mostly true,http://rightwingnews.com/black-lives-matter/chaos-nc-protest-mob-ambushes-female-truck-driver-loots-truck-sets-cargo-fire-no-one-helps/
1445.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/09/20/hillary-vows-to-put-white-people-and-cops-in-their-place-to-stop-racial-police-shootings/
1446.xml,right-wing-news,right,mostly true,http://rightwingnews.com/barack-obama/obama-un-giving-liberty-enhances-security-america/
1447.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/hillary-clinton-2/nra-unleashes-chilling-ad-dont-let-hillary-leave-defenseless-video/
